Image Name,Lesion Coverage,Class Label
ISIC_0031119.jpg,0.256,AKIEC
ISIC_0029279.jpg,0.4801,AKIEC
ISIC_0027303.jpg,0.4464,AKIEC
ISIC_0028872.jpg,0.4589,AKIEC
ISIC_0025992.jpg,0.7241,AKIEC
ISIC_0027562.jpg,0.6982,AKIEC
ISIC_0024463.jpg,0.5235,AKIEC
ISIC_0029371.jpg,0.2413,AKIEC
ISIC_0027615.jpg,0.2658,AKIEC
ISIC_0025358.jpg,0.2141,AKIEC
ISIC_0026083.jpg,0.3345,AKIEC
ISIC_0030344.jpg,0.2247,AKIEC
ISIC_0029900.jpg,0.9704,AKIEC
ISIC_0030280.jpg,0.7977,AKIEC
ISIC_0026984.jpg,0.4036,AKIEC
ISIC_0028076.jpg,0.4579,AKIEC
ISIC_0026927.jpg,0.7635,AKIEC
ISIC_0033084.jpg,0.5431,AKIEC
ISIC_0027172.jpg,0.3904,AKIEC
ISIC_0032199.jpg,0.3837,AKIEC
ISIC_0031940.jpg,0.2061,AKIEC
ISIC_0026905.jpg,0.6887,AKIEC
ISIC_0030844.jpg,0.3507,AKIEC
ISIC_0028644.jpg,0.4511,AKIEC
ISIC_0028314.jpg,0.5443,AKIEC
ISIC_0028763.jpg,0.6871,AKIEC
ISIC_0030036.jpg,0.5349,AKIEC
ISIC_0027884.jpg,0.7067,AKIEC
ISIC_0025427.jpg,0.5312,AKIEC
ISIC_0033456.jpg,0.7313,AKIEC
ISIC_0026492.jpg,0.4009,AKIEC
ISIC_0029634.jpg,0.3194,AKIEC
ISIC_0031506.jpg,0.3824,AKIEC
ISIC_0024470.jpg,0.6367,AKIEC
ISIC_0027958.jpg,0.4958,AKIEC
ISIC_0030877.jpg,0.5566,AKIEC
ISIC_0030714.jpg,0.4271,AKIEC
ISIC_0028820.jpg,0.208,AKIEC
ISIC_0026203.jpg,0.1037,AKIEC
ISIC_0024923.jpg,0.4712,AKIEC
ISIC_0032329.jpg,0.4416,AKIEC
ISIC_0030707.jpg,0.3852,AKIEC
ISIC_0024418.jpg,0.0581,AKIEC
ISIC_0031012.jpg,0.4823,AKIEC
ISIC_0031198.jpg,0.7251,AKIEC
ISIC_0027294.jpg,0.0218,AKIEC
ISIC_0027577.jpg,0.5668,AKIEC
ISIC_0025264.jpg,0.4181,AKIEC
ISIC_0029500.jpg,0.6816,AKIEC
ISIC_0029567.jpg,0.5116,AKIEC
ISIC_0024843.jpg,0.4481,AKIEC
ISIC_0028231.jpg,0.9684,AKIEC
ISIC_0030375.jpg,0.5357,AKIEC
ISIC_0029309.jpg,0.8325,AKIEC
ISIC_0031570.jpg,0.2872,AKIEC
ISIC_0025196.jpg,0.5896,AKIEC
ISIC_0029067.jpg,0.4822,AKIEC
ISIC_0033494.jpg,0.117,AKIEC
ISIC_0031659.jpg,0.1277,AKIEC
ISIC_0025957.jpg,0.2729,AKIEC
ISIC_0027254.jpg,0.6934,AKIEC
ISIC_0024946.jpg,0.1516,AKIEC
ISIC_0031044.jpg,0.4583,AKIEC
ISIC_0029563.jpg,0.6112,AKIEC
ISIC_0030245.jpg,0.2755,AKIEC
ISIC_0029417.jpg,0.4669,AKIEC
ISIC_0031609.jpg,0.2431,AKIEC
ISIC_0025953.jpg,0.894,AKIEC
ISIC_0027529.jpg,0.4657,AKIEC
ISIC_0029610.jpg,0.1198,AKIEC
ISIC_0025780.jpg,0.6648,AKIEC
ISIC_0025178.jpg,0.2484,AKIEC
ISIC_0033358.jpg,0.4822,AKIEC
ISIC_0025130.jpg,0.2745,AKIEC
ISIC_0026709.jpg,0.4761,AKIEC
ISIC_0030825.jpg,0.1653,AKIEC
ISIC_0032455.jpg,0.3136,AKIEC
ISIC_0027178.jpg,0.4498,AKIEC
ISIC_0025368.jpg,0.1751,AKIEC
ISIC_0027184.jpg,0.6587,AKIEC
ISIC_0032014.jpg,0.4834,AKIEC
ISIC_0030143.jpg,0.3028,AKIEC
ISIC_0028816.jpg,0.2369,AKIEC
ISIC_0025069.jpg,0.2345,AKIEC
ISIC_0032277.jpg,0.4357,AKIEC
ISIC_0031823.jpg,0.4067,AKIEC
ISIC_0032203.jpg,0.3028,AKIEC
ISIC_0027343.jpg,0.0376,AKIEC
ISIC_0026212.jpg,0.3054,AKIEC
ISIC_0030175.jpg,0.5115,AKIEC
ISIC_0025696.jpg,0.5758,AKIEC
ISIC_0031738.jpg,0.3619,AKIEC
ISIC_0025811.jpg,0.4767,AKIEC
ISIC_0033295.jpg,0.1464,AKIEC
ISIC_0030602.jpg,0.3389,AKIEC
ISIC_0027084.jpg,0.4727,AKIEC
ISIC_0031292.jpg,0.6764,AKIEC
ISIC_0028393.jpg,0.5618,AKIEC
ISIC_0029268.jpg,0.1576,AKIEC
ISIC_0031922.jpg,0.3139,AKIEC
ISIC_0028158.jpg,0.1035,AKIEC
ISIC_0030655.jpg,0.5397,AKIEC
ISIC_0025350.jpg,0.4485,AKIEC
ISIC_0026522.jpg,0.8527,AKIEC
ISIC_0033811.jpg,0.1451,AKIEC
ISIC_0027047.jpg,0.2896,AKIEC
ISIC_0025803.jpg,0.5702,AKIEC
ISIC_0033869.jpg,0.4302,AKIEC
ISIC_0028372.jpg,0.4128,AKIEC
ISIC_0030730.jpg,0.1425,AKIEC
ISIC_0030794.jpg,0.2565,AKIEC
ISIC_0029932.jpg,0.3624,AKIEC
ISIC_0032173.jpg,0.5168,AKIEC
ISIC_0028730.jpg,0.1815,AKIEC
ISIC_0028063.jpg,0.5171,AKIEC
ISIC_0025029.jpg,0.3846,AKIEC
ISIC_0029549.jpg,0.2984,AKIEC
ISIC_0030549.jpg,0.1188,AKIEC
ISIC_0026152.jpg,0.5142,AKIEC
ISIC_0029713.jpg,0.3413,AKIEC
ISIC_0029210.jpg,0.2671,AKIEC
ISIC_0024468.jpg,0.4636,AKIEC
ISIC_0026138.jpg,0.3975,AKIEC
ISIC_0031874.jpg,0.4873,AKIEC
ISIC_0030986.jpg,0.276,AKIEC
ISIC_0028132.jpg,0.3092,AKIEC
ISIC_0028190.jpg,0.5077,AKIEC
ISIC_0031040.jpg,0.5942,AKIEC
ISIC_0032422.jpg,0.3131,AKIEC
ISIC_0029541.jpg,0.6432,AKIEC
ISIC_0031191.jpg,0.1647,AKIEC
ISIC_0027536.jpg,0.4377,AKIEC
ISIC_0025089.jpg,0.3439,AKIEC
ISIC_0032206.jpg,0.1236,AKIEC
ISIC_0026575.jpg,0.0688,AKIEC
ISIC_0031993.jpg,0.723,AKIEC
ISIC_0028854.jpg,0.6044,AKIEC
ISIC_0030191.jpg,0.4821,AKIEC
ISIC_0030785.jpg,0.5693,AKIEC
ISIC_0026014.jpg,0.6081,AKIEC
ISIC_0029059.jpg,0.2238,AKIEC
ISIC_0029598.jpg,0.4341,AKIEC
ISIC_0030803.jpg,0.316,AKIEC
ISIC_0033000.jpg,0.436,AKIEC
ISIC_0030591.jpg,0.3911,AKIEC
ISIC_0027650.jpg,0.511,AKIEC
ISIC_0026100.jpg,0.47,AKIEC
ISIC_0025948.jpg,0.3716,AKIEC
ISIC_0030076.jpg,0.506,AKIEC
ISIC_0024450.jpg,0.5925,AKIEC
ISIC_0026765.jpg,0.2211,AKIEC
ISIC_0025331.jpg,0.17,AKIEC
ISIC_0025605.jpg,0.1953,AKIEC
ISIC_0024539.jpg,0.4066,AKIEC
ISIC_0028558.jpg,0.3739,AKIEC
ISIC_0033550.jpg,0.1995,AKIEC
ISIC_0029638.jpg,0.4714,AKIEC
ISIC_0026206.jpg,0.1595,AKIEC
ISIC_0027550.jpg,0.2553,AKIEC
ISIC_0028499.jpg,0.3768,AKIEC
ISIC_0026040.jpg,0.178,AKIEC
ISIC_0029582.jpg,0.7022,AKIEC
ISIC_0025247.jpg,0.4708,AKIEC
ISIC_0029460.jpg,0.0952,AKIEC
ISIC_0032397.jpg,0.4118,AKIEC
ISIC_0027231.jpg,0.5489,AKIEC
ISIC_0031430.jpg,0.2277,AKIEC
ISIC_0026132.jpg,0.1984,AKIEC
ISIC_0031692.jpg,0.3335,AKIEC
ISIC_0032238.jpg,0.7883,AKIEC
ISIC_0024948.jpg,0.1769,AKIEC
ISIC_0026981.jpg,0.2735,AKIEC
ISIC_0024329.jpg,0.0943,AKIEC
ISIC_0024575.jpg,0.1682,AKIEC
ISIC_0031929.jpg,0.2236,AKIEC
ISIC_0029659.jpg,0.5741,AKIEC
ISIC_0032356.jpg,0.5287,AKIEC
ISIC_0024562.jpg,0.1865,AKIEC
ISIC_0032154.jpg,0.1353,AKIEC
ISIC_0029851.jpg,0.6028,AKIEC
ISIC_0029360.jpg,0.2555,AKIEC
ISIC_0029462.jpg,0.557,AKIEC
ISIC_0030133.jpg,0.3199,AKIEC
ISIC_0026525.jpg,0.8276,AKIEC
ISIC_0033151.jpg,0.2842,AKIEC
ISIC_0030821.jpg,0.2224,AKIEC
ISIC_0027334.jpg,0.4109,AKIEC
ISIC_0027767.jpg,0.1488,AKIEC
ISIC_0030586.jpg,0.0229,AKIEC
ISIC_0026702.jpg,0.9632,AKIEC
ISIC_0033413.jpg,0.3256,AKIEC
ISIC_0024913.jpg,0.1998,AKIEC
ISIC_0029860.jpg,0.3082,AKIEC
ISIC_0026857.jpg,0.124,AKIEC
ISIC_0027678.jpg,0.5313,AKIEC
ISIC_0024646.jpg,0.2639,AKIEC
ISIC_0027506.jpg,0.4356,AKIEC
ISIC_0033866.jpg,0.0862,AKIEC
ISIC_0030491.jpg,0.2654,AKIEC
ISIC_0031672.jpg,0.2915,AKIEC
ISIC_0027447.jpg,0.72,AKIEC
ISIC_0028659.jpg,0.2157,AKIEC
ISIC_0032371.jpg,0.2108,AKIEC
ISIC_0029715.jpg,0.2152,AKIEC
ISIC_0027452.jpg,0.321,AKIEC
ISIC_0026362.jpg,0.2882,AKIEC
ISIC_0027588.jpg,0.1589,AKIEC
ISIC_0030487.jpg,0.7053,AKIEC
ISIC_0027795.jpg,0.3553,AKIEC
ISIC_0025825.jpg,0.7728,AKIEC
ISIC_0025712.jpg,0.211,AKIEC
ISIC_0028335.jpg,0.4253,AKIEC
ISIC_0025637.jpg,0.2746,AKIEC
ISIC_0029573.jpg,0.1248,AKIEC
ISIC_0029781.jpg,0.4488,AKIEC
ISIC_0028232.jpg,0.4596,AKIEC
ISIC_0029915.jpg,0.074,AKIEC
ISIC_0026625.jpg,0.7373,AKIEC
ISIC_0024753.jpg,0.1177,NV
ISIC_0033669.jpg,0.4028,NV
ISIC_0026559.jpg,0.2413,NV
ISIC_0033194.jpg,0.2485,NV
ISIC_0027250.jpg,0.0135,NV
ISIC_0024499.jpg,0.1572,NV
ISIC_0025300.jpg,0.0959,NV
ISIC_0028752.jpg,0.2304,NV
ISIC_0026828.jpg,0.1197,NV
ISIC_0033959.jpg,0.032,NV
ISIC_0033179.jpg,0.0662,NV
ISIC_0026250.jpg,0.1812,NV
ISIC_0032475.jpg,0.055,NV
ISIC_0028171.jpg,0.1056,NV
ISIC_0033755.jpg,0.0709,NV
ISIC_0024340.jpg,0.2227,NV
ISIC_0033623.jpg,0.1568,NV
ISIC_0026928.jpg,0.3059,NV
ISIC_0034225.jpg,0.1156,NV
ISIC_0031011.jpg,0.0278,NV
ISIC_0027158.jpg,0.1609,NV
ISIC_0027984.jpg,0.3401,NV
ISIC_0025329.jpg,0.0893,NV
ISIC_0030434.jpg,0.0966,NV
ISIC_0033188.jpg,0.0404,NV
ISIC_0026066.jpg,0.109,NV
ISIC_0029200.jpg,0.4631,NV
ISIC_0032188.jpg,0.3475,NV
ISIC_0028562.jpg,0.2581,NV
ISIC_0029386.jpg,0.0894,NV
ISIC_0030867.jpg,0.2898,NV
ISIC_0025336.jpg,0.0924,NV
ISIC_0027897.jpg,0.1684,NV
ISIC_0026581.jpg,0.2214,NV
ISIC_0032074.jpg,0.1285,NV
ISIC_0028732.jpg,0.2189,NV
ISIC_0027843.jpg,0.0999,NV
ISIC_0027817.jpg,0.1224,NV
ISIC_0027416.jpg,0.5669,NV
ISIC_0027599.jpg,0.0801,NV
ISIC_0032964.jpg,0.1195,NV
ISIC_0029977.jpg,0.4164,NV
ISIC_0029842.jpg,0.1269,NV
ISIC_0025938.jpg,0.4885,NV
ISIC_0025205.jpg,0.3644,NV
ISIC_0028956.jpg,0.2422,NV
ISIC_0026038.jpg,0.2519,NV
ISIC_0029375.jpg,0.5204,NV
ISIC_0032971.jpg,0.2393,NV
ISIC_0029027.jpg,0.2607,NV
ISIC_0024785.jpg,0.0863,NV
ISIC_0027061.jpg,0.1159,NV
ISIC_0025169.jpg,0.2063,NV
ISIC_0030985.jpg,0.3111,NV
ISIC_0030887.jpg,0.2542,NV
ISIC_0028918.jpg,0.0557,NV
ISIC_0031221.jpg,0.0207,NV
ISIC_0027963.jpg,0.4609,NV
ISIC_0027724.jpg,0.3592,NV
ISIC_0027003.jpg,0.647,NV
ISIC_0030924.jpg,0.6363,NV
ISIC_0025966.jpg,0.9041,NV
ISIC_0031657.jpg,0.3311,NV
ISIC_0027289.jpg,0.3765,NV
ISIC_0033656.jpg,0.1116,NV
ISIC_0025756.jpg,0.2265,NV
ISIC_0028351.jpg,0.179,NV
ISIC_0027464.jpg,0.1515,NV
ISIC_0032109.jpg,0.3154,NV
ISIC_0028305.jpg,0.162,NV
ISIC_0033219.jpg,0.3325,NV
ISIC_0026712.jpg,0.2155,NV
ISIC_0026224.jpg,0.1202,NV
ISIC_0034204.jpg,0.0125,NV
ISIC_0025415.jpg,0.3327,NV
ISIC_0028008.jpg,0.0169,NV
ISIC_0032311.jpg,0.4097,NV
ISIC_0024755.jpg,0.1573,NV
ISIC_0028544.jpg,0.2806,NV
ISIC_0030268.jpg,0.46,NV
ISIC_0026355.jpg,0.3144,NV
ISIC_0026082.jpg,0.1099,NV
ISIC_0032589.jpg,0.4456,NV
ISIC_0024509.jpg,0.1841,NV
ISIC_0031882.jpg,0.6243,NV
ISIC_0032664.jpg,0.1151,NV
ISIC_0031637.jpg,0.1368,NV
ISIC_0024359.jpg,0.3718,NV
ISIC_0034302.jpg,0.3233,NV
ISIC_0026452.jpg,0.1506,NV
ISIC_0025161.jpg,0.2156,NV
ISIC_0025828.jpg,0.1585,NV
ISIC_0032243.jpg,0.7458,NV
ISIC_0029663.jpg,0.4805,NV
ISIC_0028440.jpg,0.2191,NV
ISIC_0030111.jpg,0.5026,NV
ISIC_0033388.jpg,0.2775,NV
ISIC_0024993.jpg,0.0379,NV
ISIC_0029284.jpg,0.0634,NV
ISIC_0025643.jpg,0.2061,NV
ISIC_0030776.jpg,0.4425,NV
ISIC_0031521.jpg,0.3645,NV
ISIC_0027039.jpg,0.3099,NV
ISIC_0029890.jpg,0.1074,NV
ISIC_0027910.jpg,0.5071,NV
ISIC_0031708.jpg,0.664,NV
ISIC_0033098.jpg,0.0541,NV
ISIC_0026630.jpg,0.2413,NV
ISIC_0032530.jpg,0.3068,NV
ISIC_0031760.jpg,0.6295,NV
ISIC_0030764.jpg,0.2499,NV
ISIC_0030686.jpg,0.0659,NV
ISIC_0025878.jpg,0.2714,NV
ISIC_0024561.jpg,0.0841,NV
ISIC_0032910.jpg,0.0641,NV
ISIC_0028757.jpg,0.5217,NV
ISIC_0025855.jpg,0.0846,NV
ISIC_0025569.jpg,0.1805,NV
ISIC_0029400.jpg,0.1412,NV
ISIC_0031786.jpg,0.2767,NV
ISIC_0031314.jpg,0.1505,NV
ISIC_0031675.jpg,0.284,NV
ISIC_0025327.jpg,0.3377,NV
ISIC_0030068.jpg,0.2717,NV
ISIC_0034234.jpg,0.2541,NV
ISIC_0029645.jpg,0.1339,NV
ISIC_0032858.jpg,0.3838,NV
ISIC_0026987.jpg,0.023,NV
ISIC_0032575.jpg,0.1395,NV
ISIC_0031209.jpg,0.1046,NV
ISIC_0026041.jpg,0.2733,NV
ISIC_0033096.jpg,0.1499,NV
ISIC_0024954.jpg,0.5909,NV
ISIC_0027431.jpg,0.0414,NV
ISIC_0028067.jpg,0.0578,NV
ISIC_0032601.jpg,0.0853,NV
ISIC_0028704.jpg,0.1691,NV
ISIC_0031582.jpg,0.2617,NV
ISIC_0031889.jpg,0.1306,NV
ISIC_0026597.jpg,0.8146,NV
ISIC_0033408.jpg,0.098,NV
ISIC_0031139.jpg,0.3207,NV
ISIC_0027799.jpg,0.1884,NV
ISIC_0030667.jpg,0.0461,NV
ISIC_0031573.jpg,0.1591,NV
ISIC_0028914.jpg,0.0993,NV
ISIC_0027592.jpg,0.3389,NV
ISIC_0033116.jpg,0.2228,NV
ISIC_0032299.jpg,0.1827,NV
ISIC_0031091.jpg,0.3955,NV
ISIC_0030994.jpg,0.3041,NV
ISIC_0032399.jpg,0.3114,NV
ISIC_0031445.jpg,0.1189,NV
ISIC_0031383.jpg,0.2311,NV
ISIC_0030855.jpg,0.2585,NV
ISIC_0033937.jpg,0.3155,NV
ISIC_0033698.jpg,0.2042,NV
ISIC_0030482.jpg,0.4637,NV
ISIC_0027971.jpg,0.1952,NV
ISIC_0032405.jpg,0.0933,NV
ISIC_0028578.jpg,0.1577,NV
ISIC_0027565.jpg,0.6821,NV
ISIC_0026384.jpg,0.2313,NV
ISIC_0028125.jpg,0.5429,NV
ISIC_0028339.jpg,0.3053,NV
ISIC_0034177.jpg,0.1389,NV
ISIC_0027757.jpg,0.0338,NV
ISIC_0030838.jpg,0.101,NV
ISIC_0027906.jpg,0.2302,NV
ISIC_0026741.jpg,0.2225,NV
ISIC_0030750.jpg,0.3024,NV
ISIC_0026710.jpg,0.1169,NV
ISIC_0028672.jpg,0.1725,NV
ISIC_0031237.jpg,0.0713,NV
ISIC_0028242.jpg,0.7775,NV
ISIC_0032977.jpg,0.0684,NV
ISIC_0034127.jpg,0.2491,NV
ISIC_0025613.jpg,0.537,NV
ISIC_0025523.jpg,0.0435,NV
ISIC_0024311.jpg,0.2947,NV
ISIC_0024742.jpg,0.0824,NV
ISIC_0025817.jpg,0.1673,NV
ISIC_0029416.jpg,0.1049,NV
ISIC_0024746.jpg,0.4774,NV
ISIC_0025768.jpg,0.1411,NV
ISIC_0025406.jpg,0.1728,NV
ISIC_0024419.jpg,0.0981,NV
ISIC_0027056.jpg,0.2902,NV
ISIC_0026064.jpg,0.2406,NV
ISIC_0031308.jpg,0.9638,NV
ISIC_0024404.jpg,0.0525,NV
ISIC_0030037.jpg,0.2218,NV
ISIC_0030949.jpg,0.269,NV
ISIC_0032097.jpg,0.1603,NV
ISIC_0028214.jpg,0.2273,NV
ISIC_0033826.jpg,0.1489,NV
ISIC_0026688.jpg,0.4589,NV
ISIC_0031826.jpg,0.1563,NV
ISIC_0032962.jpg,0.1325,NV
ISIC_0033741.jpg,0.199,NV
ISIC_0030350.jpg,0.0057,NV
ISIC_0024723.jpg,0.4788,NV
ISIC_0028289.jpg,0.1214,NV
ISIC_0029869.jpg,0.3692,NV
ISIC_0027965.jpg,0.3117,NV
ISIC_0030597.jpg,0.2314,NV
ISIC_0028751.jpg,0.4539,NV
ISIC_0030908.jpg,0.1618,NV
ISIC_0026736.jpg,0.3076,NV
ISIC_0026494.jpg,0.0391,NV
ISIC_0026067.jpg,0.2267,NV
ISIC_0026756.jpg,0.044,NV
ISIC_0031188.jpg,0.1005,NV
ISIC_0026762.jpg,0.3148,NV
ISIC_0032242.jpg,0.0794,NV
ISIC_0032228.jpg,0.0459,NV
ISIC_0028383.jpg,0.0989,NV
ISIC_0026758.jpg,0.208,NV
ISIC_0027086.jpg,0.0324,NV
ISIC_0031114.jpg,0.3634,NV
ISIC_0026859.jpg,0.2545,NV
ISIC_0034181.jpg,0.0781,NV
ISIC_0029317.jpg,0.1733,NV
ISIC_0031676.jpg,0.3828,NV
ISIC_0028166.jpg,0.4073,NV
ISIC_0026339.jpg,0.2267,NV
ISIC_0030905.jpg,0.4338,NV
ISIC_0030087.jpg,0.4293,NV
ISIC_0028660.jpg,0.0884,NV
ISIC_0032350.jpg,0.1526,NV
ISIC_0025609.jpg,0.1957,NV
ISIC_0033189.jpg,0.1808,NV
ISIC_0026048.jpg,0.3564,NV
ISIC_0031476.jpg,0.0513,NV
ISIC_0024658.jpg,0.3636,NV
ISIC_0033615.jpg,0.4677,NV
ISIC_0024990.jpg,0.3351,NV
ISIC_0028971.jpg,0.4242,NV
ISIC_0031092.jpg,0.4372,NV
ISIC_0028703.jpg,0.091,NV
ISIC_0027077.jpg,0.0768,NV
ISIC_0028721.jpg,0.0968,NV
ISIC_0029124.jpg,0.2753,NV
ISIC_0026260.jpg,0.1072,NV
ISIC_0033162.jpg,0.5633,NV
ISIC_0028216.jpg,0.3041,NV
ISIC_0033455.jpg,0.0639,NV
ISIC_0027489.jpg,0.1081,NV
ISIC_0033690.jpg,0.1095,NV
ISIC_0033888.jpg,0.2394,NV
ISIC_0025463.jpg,0.2283,NV
ISIC_0033067.jpg,0.0927,NV
ISIC_0029855.jpg,0.2849,NV
ISIC_0025438.jpg,0.4502,NV
ISIC_0026638.jpg,0.1849,NV
ISIC_0025739.jpg,0.3783,NV
ISIC_0025146.jpg,0.0554,NV
ISIC_0027603.jpg,0.1639,NV
ISIC_0025912.jpg,0.2537,NV
ISIC_0025172.jpg,0.0394,NV
ISIC_0027448.jpg,0.2077,NV
ISIC_0029752.jpg,0.0542,NV
ISIC_0028621.jpg,0.1836,NV
ISIC_0034088.jpg,0.0554,NV
ISIC_0027808.jpg,0.7824,NV
ISIC_0028261.jpg,0.5563,NV
ISIC_0033794.jpg,0.2987,NV
ISIC_0027661.jpg,0.2831,NV
ISIC_0029876.jpg,0.1231,NV
ISIC_0028083.jpg,0.4191,NV
ISIC_0031296.jpg,0.1405,NV
ISIC_0028589.jpg,0.1354,NV
ISIC_0030063.jpg,0.0111,NV
ISIC_0025009.jpg,0.1552,NV
ISIC_0026283.jpg,0.1966,NV
ISIC_0031307.jpg,0.2825,NV
ISIC_0028664.jpg,0.3796,NV
ISIC_0024797.jpg,0.5034,NV
ISIC_0030248.jpg,0.319,NV
ISIC_0032558.jpg,0.1147,NV
ISIC_0027720.jpg,0.229,NV
ISIC_0026465.jpg,0.199,NV
ISIC_0029471.jpg,0.2922,NV
ISIC_0028145.jpg,0.1855,NV
ISIC_0026199.jpg,0.0815,NV
ISIC_0031027.jpg,0.2613,NV
ISIC_0030091.jpg,0.3422,NV
ISIC_0027054.jpg,0.1692,NV
ISIC_0025561.jpg,0.7064,NV
ISIC_0027305.jpg,0.1615,NV
ISIC_0026359.jpg,0.1218,NV
ISIC_0030704.jpg,0.145,NV
ISIC_0027104.jpg,0.1954,NV
